index,tweet,class
21630,Stop being a hoe,1
21631,Stop giving these hoes half azz Dick plow it deep make her scream nd cream http://t.co/hwBWj9ui,1
21632,"Stop hatin niggah , I got ya girlfriend callin you a hater niggah &#128514;&#128514;&#128514;",1
21633,Stop lettin them messy hoes mess with your business.,1
21634,Stop rt'ing Celtics trash please,2
21636,Stop sayin my gov. Name fuck wrong widd u bitch is u stupid,1
21637,"Stop snitching faggot &#8220;@OGSITTI: ""I'll snap you a nude but promise you won't screenshot""

""Don't worry baby I won't"" http://t.co/J8jDIC3wvg&#8221;",1
21638,Stop spoiling U fags,1
21639,Stop trying to be down honky http://t.co/0MALBNDkn9,1
21640,"Stop using the word ""redskin(s)"".",1
21641,Stop whacking off in the shower queer boy! @Ilovebamf,1
21642,Strapped up fasho cause Iont trust no hoe,1
21644,Stress stress go away. Come again never you fucking bitch,1
21645,Strong jaw ass bitch,1
21646,Strong pussy RT @SirRatchettness: Yall think Ciara got good pussy?,1
21647,Stu a rape faced faggot man I'm sick of this nigga,0
21648,Stuck up serious bitches are possibly the worst type of girls. Ever.,0
21649,"Study by Center for Biological Diversity called (taxpayer funded) Ivanpah a &#8220;mega-trap&#8221;-will kill 28,000 birds year. http://t.co/xPXEhne29E",2
21650,Studying for this bio test like a hoe &#128554;,1
21651,Stunt on these hoes like&#128514;&#128514;&#128175; https://t.co/E35Igelt4w&#8221;,1
21653,Stupid and ain't got hoes #ShmediumProblems,1
21654,Stupid ass Alex. Scary little bitch. THROW IT!,1
21655,Stupid ass hoe,1
21656,Stupid bitch,1
21657,Stupid bitch &#128545;,1
21658,Stupid bitch at Church's didn't give me my fucking BBQ sauce so now I gotta eat some dry ass chicken strips &#128531;,1
21659,Stupid bitch should have stayed home &#128545;&#128530;,1
21660,Stupid bitches deserve to be treated like a stupid bitch,1
21661,Stupid bitches&#9995;&#128529; &lt;&lt;&lt; FUCK . &#128530;,1
21662,Stupid bitches.,1
21663,Stupid bitches. Fucking skanks. Dumb hoes.,1
21664,Stupid cunt bitch on the road,1
21665,"Stupid freshman bitches that walk like slow as hell and u can't get around them, hurry the fuck up sloth",1
21666,Stupid fucking cunt,1
21667,Stupid hoe is so wack &#127926;&#128526;,1
21668,Stupid lil bitch !! Really think I'm trippen &#128514;&#128514; You outttta pocket with this pimpinnn,1
21669,"Stupid people talking smack on ""Uncle Tim Tom"" are the same ghetto fools w/no future. I'm surprised u ignorant niggaz even read or write.",1
21670,Stupid teabagger restaurant making customers pay 'Minimum Wage Fee' http://t.co/gJKXmzIIzS,0
21671,Stupid white people making my posts relevant to they own life #stupid #cousintoucher #honkie #whitetrash #blonde,0
21672,Sub tweeting and uoeno lol bitch,1
21673,"Subtweet me one more time, you dirty chink whore",0
21674,"Subtweeting little bitch ""taking the high road""",1
21675,Subtweettweettweettweet cuz skinny niggah but my dick long,1
21676,Such a trash episode of the walking dead tonight.,2
21677,Suck my dick so good I'm like god dam you dirty bitch,1
21678,Suck my super monkey balls,1
21679,Suddenlink is trash. Y'all know how important Bubble Guppies is to our day?,2
21680,"Sum of y'all kno y'all be on lock but talking bout ""bitch I ain't doing shit tonight ho I'm tired"" &#128514;&#128557;&#128514;&#128557;&#128514; http://t.co/H5P2YxSu1h",1
21681,Summer hoes turn into winter wifeys,1
21682,Summer hoes turning into winter wifeys &#128553;,1
21683,"Summer is over, so all you half naked hoes are gonna have to find a personality now. &#128129;",1
21684,"Summer time bitch, always wild http://t.co/pMorgLh2KP",1
21685,"Sumn wrong wit da pussy, een tho I ain't gonn hit it Ima still make sure dat she gushy",1
21686,Sunday's are the day to chug through while everyone else around you is obsessing with what their fave football team does and fantasy league.,2
21688,Sup bitches,1
21689,Super handsome guys can literally be broke af with no career and some horny bitch will support him into bankruptcy lol,1
21690,"Superman your ho, eyyyy",1
21691,Supporters of officer Darren Wilson rally in St Louis http://t.co/HtfgJJ7kYt #ferguson #kkk #tcot #tpot #teabaggers #teaparty,2
21692,"Sure I got a nice car, a 60 inch tv, stainless steel appliances in my apartment and a few thousand twitter followers but I ain't got no hoes",1
21693,Sure wish my nose would stop dripping.....this sick shit is for the birds,1
21694,Surprise bitch &#128526;,1
21695,"Surprise, surprise! TSA trashes Brandon Darby's Border Patrol sources http://t.co/EtDKzFrRzK",2
21696,Surrender of Divinity - Conquerors of the Apocalypse: http://t.co/9Qv5RsY1p3 via @youtube &gt;Oriental Black Metal Hell!!,2
21697,"Suzan are you really going to make me get off this sofa to find some damn silverware, by golly you old bitch.",1
21698,Swag bitch #gratata http://t.co/aGswEopebp,1
21699,Swag fags who gags lml nd y'all Niggaz wanna ce swagged up foh I'm Gxxd I'll stay g'd up http://t.co/G8NRVdmXQh,1
21700,Swag killed the bitch like Columbine,1
21701,Swap meet bound #beaner,2
21702,Swear to god man niggas talk more than bitches these days,1
21703,Sweet Jesus #morningjoe are you going to split screen Rep James Clyburn &amp; Charlie Daniels at the same time? #morningjoe,2
21704,Sweet MiLF in white lingerie has her hose ripped and her pussy&#160;pounded http://t.co/CMacswjN5A,1
21705,Sweet and innocent schoolgirl Minami Asaka&#180;s pussy&#160;eaten http://t.co/DNxBLKrQ45,1
21706,"Sweet baby birds, you crack me up. ~~ Houston Foodlovers http://t.co/2Idh4BatO1",2
21707,Sweet innocent teen clothes ripped and pussy fingered&#160;hard http://t.co/SiGRlukdaa,1
21708,"Sweet yellow bone thang, I call her Honey mustard... http://t.co/IsFduDu9bx",2
21709,Sweet! Just found that box of Twinkies I bought last year for $225.00! I bet its at least tripled by now! Such a no-brainer buy!,2
21710,Sweetheart to a lady but I'm hard on a hoe! &#128526;,1
21711,Swing on her RT @CallHerEbby: I really don't like this woman. Old hag ass bitch.,1
21712,Switch A Roo yo hoe let me hit her,1
21713,Switcharoo on yo main bitch me and my NIGGGA hell naw we don't date hoes,1
21714,Switcharoo yo hoe!,1
21715,Switcheroo on yo main bitch me and my nigga hell naw we don't date hoes,1
21716,Switcheroo on yo main hoe hell naw me and my Nigggas don't save hoes,1
21717,Sydney on this hoe asking dumb ass questions,1
21718,T talked sooooo much shit today that he would mop the floor with Kyle and I. We both ended up raping his time. #bitch,1
21719,T up bitch no chaser needed Tsu HC2k14 http://t.co/YXHDIszIMl,1
21720,TCBY with these hoes &#128149; || @arabellaann @jackireininga http://t.co/aUVQnOGvdY,1
21721,TK fucking money bitch,1
21722,"TLC's Chilli and her bullied son have the same moustache and seem to share clothes. Yer in the public eye! STOP CRYING, ya flaky bitch.",1
21723,TMZ hoes http://t.co/J0lWD4S9d5,1
21724,"TRUST ME #Seattle&gt; WE GIVE #Thanksgiving it's DUE&gt; A huge, flightless bird? Dream come true for European bird eaters.......",2
21725,TRUST ME when I say that #JesusChrist would be KILLING #faggots if he came back to life in today's day and age&gt; #Spartacus #Rome,0
21726,TURNT up with yo bitch in a house party,1
21727,TV makes these hoes seem more attractive. *yawns*,1
21728,TWITTER IS JUST LIKE REAL LIFE...filled with pussies.,1
21729,"TWITTER NEWSFLASH : do NOT ever visit Easton, pburg area, theirs hoes with diseases and niggas so thirsty gatorade would be worth trillions",1
21730,Taco Bell is super trash when you're sober,2
21731,Tail light out not giving a fuck Rollin up on a bitch wit da head lights off,1
21732,"Take a bitch to Soho for some froyo, tell her she gon blow it, Romo",1
21733,Take off you fucking hoser!,1
21734,"Take that and shove it up your ass, @KeithOlbermann #Yankees #DerekJeter",1
21735,Take yo bitch on a dinner date then I paint her face,1
21736,Take yo hoe ass to sleep,1
21737,Taking out a second mortgage and betting it all on the Yankees winning the World Cup. They win a lot; seemed like a no-brainer to me.,2
21738,Taking pics I'm the school bathroom is fucking stupid #retards,1
21739,Talk about me behind my back &#128534;I hate that pussy shit.,1
21740,Talk about pussy power &#128530;,1
21741,"Talk alot of shit, but if I want ill put u on the spot so don't test me bitch!",1
21742,Talked to Deigo last night my dawg good like that bitch Maegan,1
21743,"Talkin brokanese, I took yo bitch and broke her knees",1
21744,Talking Angela is a hoe,1
21745,Talking shit like a hoe about huh so like a man ima murk you wen I see you,1
21746,Tanning with my main bitch,1
21747,"Tarantulas are dope but the spiders that are small n can kill you.. Fuck dat RT @BkRaised718: Spiders arent scary, sheesh y&#8217;all some pussies",1
21748,Taria the filterless sis.dari the angelic sis.im the big bro lol and jigg lil bro&#128553;,2
21749,Tarzan out dis hoe http://t.co/LGmSbs4s68,1
21750,Tattoos are about expression not meaning. One mans trash is another mans treasure &#128161;&#128176;,2
21751,Taught ma lil niggah how to treat a girl,1
21752,Taught me how to hate a bitch,1
21753,Taylor Swift looks like the kinda bitch you would bring home and only get a dry handjob from,1
21754,Tbt nigguh http://t.co/opuvGy5BJF,1
21755,Teach me RT @IntellectsRUs: You really be fucking bitches brah?,1
21756,"Teacher: ""WHY AM I HEARING TALKING!?"" ... Because you have ears bitch.",1
21757,"Teacher: You had all weekend to do you homework! Me: Uhm, sorry bitch but I have a life..",1
21758,Teairri Marie is crazy..The poor girl ain't do anything to her..bitter ass bird,1
21759,Team john in this bitch &#128588;&#128588;,1
21760,Technically all the niggas that touched her raped her an when she see she trendin on this bitch she callin the cops lmao,1
21761,"Technology ain't doin nothing, but making these hoes look better",1
21762,Teen gets all her holes penetrated and even fists her own&#160;twat http://t.co/8yE0RTk7xc,1
21763,Tell a bitch GTFO my face fa no reason,1
21764,Tell a hater I said fuck you tell your bitch I said fuck you,1
21765,Tell a itty bitty bitch pipe down,1
21766,Tell dem THOT bitches im NOT right !!,1
21767,Tell me that that pussy is mineeeee,1
21768,Tell that hating ass niggah to shut the fuck up,1
21769,"Tell them hoes ""I'm all friended out""",1
21770,"Tell them hoes come here , cause it look like they forgot bout me , but the fact that they aint seen me , that should say alot bout me",1
21771,"Tell them lie speakin lips they should try pleadin 5ths, more often bitch and refer to me as your awesomeness.",1
21772,"Tell them skinny hoes bounce, bring them thick bitches back",1
21773,Tell these hoes I love them just to fuck em,1
21774,"Tell your bae ""ho tre testicoli"" it means ""I love your eyes"" in Italian",1
21775,Tellin me im disrespectful but i aint the one callin everybody a bitch for free,1
21776,Temples playing with my life I might be I working bitch this semester cuz I'm not paying outta pocket,1
21777,Tempted to finish every sentence I say today with yo or bitch. #BreakingBad,1
21778,Terio got all the hoes &#128557;,1
21779,Terrifying. #leprechaun http://t.co/447wgkSVVG,2
21780,Text me instead of playing flappy birds #SoIKnowItsReal,2
21781,Text me nig nogs 630.362.5206,1
21782,Text me with plans nigs,1
21783,"Text ya bitch like ""ya man suck, meet me at da birkin store tell em get his bands up"" &#128527;",1
21784,Text your bitch some lyrics from that new Ty Dolla $ign tape before she wake up so she'll nag you a little less today,1
21785,Texting this bitch like she main material fuck that shit ... She Finna get these youza hoe text,1
21786,Tf I'm acting like a sad ass bitch for ? Old Anthony coming back fashoo &#128076;&#128076;&#128076;&#128588; .,1
21787,Tf bitch do mine,1
21788,Tf bitches get a couple RT and be fstow,1
21789,Tf is a real twitter nigga/bitch y'all on this hoe tweekin,1
21790,Thank you Charlie #FF @Charlie4927 @StacyDmomof5 @PattiSM74 @RevkahJC @cantUCIMblonde @Kacado,2
21791,Thank you Charlie @Charlie4927 @StacyDmomof5 @cantUCIMblonde @RevkahJC @PattiSM74 @Kacado,2
21792,"Thank you Charlie, Happy Thursday @Charlie4927 @StacyDmomof5 @PattiSM74 @Kacado @cantUCIMblonde @RevkahJC",2
21793,"Thank you, hand out that candy Charlie @Charlie4927 @StacyDmomof5 @RevkahJC @cantUCIMblonde @Kacado @PattiSM74",2
21794,Thanks @delaney_jade for coming with me last night because it's ghetto and no one else could of handled it! #Summer2014,2
21795,Thanks Charlie @Charlie4927 @RevkahJC @StacyDmomof5 @PattiSM74 @cantUCIMblonde @Kacado,2
21796,Thanks Charlie @Charlie4927 @StacyDmomof5 @RevkahJC @PattiSM74 @cantUCIMblonde @Kacado,2
21797,"Thanks Charlie, have a great evening @Charlie4927 @StacyDmomof5 @RevkahJC @cantUCIMblonde @Kacado @PattiSM74",2
21798,"Thanks for scaring the absolute fuck out of me, flatfoot. Now I look like a pussy. Fucking jerk.",1
21799,Thanks for that text... I found that hoe..,1
21800,"Thanks to @JoMousley80 cracker tweets today, my pilchards on Krackerwheat are repeating on me like a typical night on the #BBC :-/",2
21801,"Thanks to my nigga coco I smell good then a hoe haha finna pull allllllll the hoes, come smell a nigga &#128527;&#128526;",1
21802,Thanksgiving break bitches!,1
21803,Thanksgiving early hoe http://t.co/A29MLLX62B,1
21804,Thanksgiving with some #fam #Shaylay ignore the chink eyes http://t.co/uyVc2QDG,1
21805,Thas my bitch too,1
21806,That 'Ouija' movie look like trash,2
21807,That Larry the cucumber tweet is funny af.. But it's a bit much to RT you young bitches might cry&#128514;&#128514;&#128514;,1
21808,That Principal shld be ashamed 'Look at these poor colored kids who WE made smart' They are not your props. #disgusted #morningjoe,2
21810,"That annoying moment when you have to keep removing your headphones because someone keeps talking to you.. Like move, bitch..",1
21811,That ass got a niggah hypnotized,1
21812,That ass so perfect we can't help it RT @miavenise: y'all diss hoes but praise nicki minaj everyday. I don't understand niggas man,1
21813,That ass so retarted it belongs on a short yellow bus.&#127825;&#128652;,1
21814,That awkward moment when #IGotDrunkAnd you're still an ugly hoe,1
21815,That awkward moment when a hoe says she's not a hoe.,1
21816,That awkward moment when you hold the door for someone and they use the door next to it.. Like bitch you better back the fuck up.,1
21817,That bad bitches get left because of wack pussy kinda overrated cause the sex can get better if everything about her is cool,1
21818,That beach from Greece is so beautiful &#128525; why do i live in bitch ass Virginia while people get to live around such beauty year round &#128553;&#128532;,1
21819,That bit Donovan got DVD's droppin and all @2realmacdatfee i see ya lha bitch,1
21820,That bitch Amanda ran away from me &#128514;,1
21821,That bitch a tha tha,1
21822,That bitch better be happy about that 20$ tip.,1
21823,"That bitch called on Thor for some strength. &#58386;&#58386; RT""@ChubbyGirlGod: Wait... http://t.co/UAf57JyiOi""",1
21824,That bitch came flyin in !!! Lmao.,1
21825,That bitch can't touch me,1
21826,That bitch could sit on my face.,1
21827,"That bitch crazzzy &#128514;&#128514;&#128514;&#128514; #1976 pussy, #fixit !!! #Scandal",1
21828,That bitch cur my hair way to short,1
21829,That bitch filthy http://t.co/PaAjZU0UM4,1
21830,That bitch got 5 million boyfriends,1
21831,That bitch got 631K followers but drive a honda &#128563;,1
21832,That bitch hollerin abt fuck me nahh Fuck dat bitch!!!,1
21833,That bitch is corn fed,1
21834,That bitch is goin off off off!!!,1
21835,That bitch is hella cranky today. Someone hand her a joint.,1
21836,That bitch is lyinggggg,1
21837,"That bitch just walked off all like &#128129;
Wtf &#128514;&#128514;",1
21838,That bitch mouth made the honor roll,1
21839,"That bitch on qualitest , she dont act right #WiseWordsFromWebb",1
21840,That bitch said her pussy pops severely thoe &#128514;&#128514;&#128514;&#128514;,1
21841,"That bitch told me to control myself, I told her to go find yourself",1
21842,"That bitch want my numba, she gotta.fuck my bruda @AyDontJudgeMe",1
21843,"That bitch was worried about fines? Fuck you. My best friend got jumped by 6 cock suckers. Fines should be the least of your worries,",1
21844,"That bitch you met know what I mean she don't be the same bitch a million dollars later my nigga&#128080;&#9996;&#65039;
You feel me?&#128129;",1
21845,That bitch.,1
21846,That boy has always been a pussy never been a threat!,1
21847,That broad 7 days moe RT @OGFlash: What Earth is this? RT @IamRyanRaw: NIGGA RT @WhoisJayHall: Rihanna prolly the sexiest bitch on Earth,1
21848,That crow has socks,2
21849,That damn lispy mouth bitch knows.good in hell well Tara wasn't a damn roommate! Damn rocks for brains man! Lol,1
21850,That depression shit trash.,1
21851,That dude RENT ain't no punk-bitch either.,1
21852,"That dude from Chicago w/ the fuzzy mustache and bangs, Johnny Love, he's whack. #memoriesofidots",2
21853,That dumb black bitch that was getting the cards for the picture made me so fucking mad she ruined my day &#128545;&#128545;&#128074;&#128298;&#128163;,0
21854,That fat bitch that's always on the phone just walked in &#128074;&#128074;&#9986;&#65039;&#9986;&#65039; @TibaBurger,1
21855,That front flip was trash. That's how I front flip into the swimming pool and land on my back every time.,2
21856,That fucking slutty beaner,0
21857,That hate shit dont mean nothing bitch im feeling myself http://t.co/idmcA55SiD,1
21858,That ho went from darkskinned to mulatto RT @FunnyJulius: This fucked me up http://t.co/8tzvBBzXa1,1
21859,That hoe ask what time it is it's 10:17,1
21860,That hoe beefing over tunchi chillllll ouutttt,1
21861,"That hoe out there, Fat Trel said it best.",1
21862,That hoe said...my booty on fleek lmfaooo,1
21863,That hoe was nipping,1
21864,That ios8 gon get yall bitches fucced up . Trynna hide shit,1
21865,"That last tweet was just song lyrics. I don't really like bad bitches, I like pretty chicks. Bad bitches cheat too easily and too often",1
21866,That long hair doesn't cover up your redneck,2
21867,"That makes you an annoying bitch. If you're out looking to be offended, you can't bitch when you're offended.",1
21868,That mocha colored chick doe&gt;&gt;&gt;&gt; think I fell in love&#128525;&#128525;&#128525;,2
21869,That nig Darion couldn't help but act like the camera was on him... He didn't keep any composure eattin those crawfish hahaha,1
21870,That nig was a G on that E60 I would have done the same thing,1
21871,That nigga @WALEDAyDAy24 so trash,1
21872,That nigga Tannehill trash lmao Dolphins trash,1
21873,"That nigga gucci always hits that hoe when he puts ""Rick James"" in a song, giving our nigga rick a shoutout #RIPRICK #RICKJAMESBITCH",1
21874,That nigga john ain't ah Real older nigga Forreal.. He let Vick brotha bitch out on maplerow,1
21875,That nigga talkin like a hoe Tell that bitch nigga speak up,1
21876,That niggah is me lol TMLT &#128514;&#128514;&#128514;,1
21877,That nigguh will never play football again,1
21878,That night cap nonsense is for the birds.!,2
21879,That old lassie in greggs is a total bitch man,1
21880,That one drunk white bitch that always instigate problems involving at least one.black dude then crys afterwards when someone gets hurt,1
21881,That other shit for the birds . Get over yo self,1
21882,That pic is now circulated by Jihadis with a call to kill him. http://t.co/PUn8fNVBal #Saudi #ISIS #Syria,0
21883,That pussy best be shaved for the holidays!,1
21884,That pussy came gift wrapped,1
21885,That pussy can't be that hairy shit gotta stink lol,1
21886,That pussy crying for help,1
21887,That pussy fat whatchu feeding it?,1
21888,That pussy sooo good &#128524;&#128149;,1
21889,"That shacking up shit for the birds, yo",1
21890,That shade of faggot clashes with your eye color.,0
21891,That shit is for the crows in wal mart parking lots,1
21892,That son of a bitch moment when you open the fridge and have no food,1
21893,That stupid bitch karma best pay up,1
21894,That vine started a coon frenzy bruh,1
21895,That warm fuzzy feeling when you're able to give someone a helping hand. Talking about medical problems with others can really help.,2
21896,That was a bitch move I pulled...probably the most heartless thing I did,1
21897,That was a solid investment of 15 mins. Cue up Frank. Yankees. Wow.,2
21898,That was almost 10 years ago. I gave ALL them bitches away... or they were stolen...,1
21899,That was deep.... like yo mommas pussy deep.,1
21900,That was my faggot rant for the night.,0
21901,That was not good times! Starting the mickey mouse club soon!,2
21902,That was trash. I'm just gonna put my phone down. Goodnight,2
21903,"That would be so weird and uncomfortable working at one of those whore coffee stands.Like I would freeze my ass off, those bitches get naked",1
21904,That'd been a ghetto little meal,2
21905,That's Ya BM tho RT @Tyga: That ain't my hoe.,1
21906,"That's a deal breaker, yo pussy shouldn't smell like my sweaty hooping shorts",1
21907,That's a legal tackle faggot RT @PP_Rich_Hill: Seriously? http://t.co/lMyhrBKxZX,1
21908,That's a mighty big bitch in the Saran Wrap dress lol.,1
21909,That's all I'm saying you hoe ass niggas.,1
21910,That's how I know the pussy is ready for me &#8220;@WhoIsAshanti: @VroomDET @TieMyDuragBoo white people gay.&#8221;,1
21911,That's how you know who be lying about getting in the pussy..talking about tasting like water and fruit and shit..tf is that?,1
21912,That's how you let the beat build bitch.,1
21913,That's like saying I've had the pinto since 72 RT @Shallow__Al @TonyClevenger dude I've had an iPhone since the beginning.,2
21914,That's most niggas RT @TheVoiceOfMiami: Fucking with the wrong bitches got me cold as ice...,1
21915,That's my young ho I don't want nuthin old but her bank roll,1
21916,"That's not a duck face, that's the result of me walking into a pole once while I was tweeting that you're a retard.",1
21917,"That's not catfish stinking up my TL it's sore pussy, my bad.",1
21918,"That's okay minivan, you can run that red light, I'm sure your nail appointment is more important than my life. #bitch",1
21919,"That's real dedication. .. &#171;@arigold_88 This bitch got diarrhea and still here, shitting up the bathroom.&#187;",1
21920,That's real pinchbach I told them niggas watch how everybody that wasn't on the bandwagon jump on the bitch when they get to Austin,1
21921,That's right I'm making brownies right now &#128526;&#128523;,2
21922,That's still my pussy,1
21923,That's the kind of bitch I hate fucking with,1
21924,"That's what I tell my hoes when they ain't throwing the neck RT ""@shibermetimbers: Aint nobody got time for that""",1
21925,That's why I don't stunt these hoes on Instagram. #teamrealbooty http://t.co/VchXqgMbDE,1
21926,"That's why I keep you here
you ain't like them other hoes",1
21927,That's why I tucked yo bitch u ignorant ass mother fucker,1
21928,That's why i could always call SMURF For anything my niggah always there even when im beefing w my baby,1
21929,That's yo bitch..... I was all up in her guts,1
21930,"That's your bitch, why she acting like she need a man?",1
21931,"That, and we spent half of our junior year and most of our senior year bitching at each other for being dumb bitches. Sooo there's that too.",1
21932,Thats bad when your bestfriend says yu act like a hoe Cx,1
21933,Thats bc she is crazy! LoL thats my nicca tho! RT @PACOS_way: Man I swear idt nobody mom is cooler than mine yo.,1
21934,"Thats fucked up give him some pussy RT ""@xomaryjeanxo: Woke up with sex on my mind, I should just play with (cont) http://t.co/GYYeayZrjy",1
21935,Thats my bitch when i feel like it.,1
21936,Thats not ya bitch if she dont love giving you head,1
21937,Thats some hoe shit doe,1
21938,Thats the only thing a nigga ask forRT @IGiveEmNathan: Its some choosable bitches in here tonite,1
21939,Thats why I aint cuffing until Im grown af RT @JimmySolberg3: These hoes ain't loyal,1
21940,"The ""Yanks"" Are Coming: From Disparagement to Pride http://t.co/HoELpcbBg6",2
21941,The #Yankees don't need Tanaka or Beltran or all these 'big name' players!!! #believe,2
21942,The #midwest of the US is white trash.,0
21943,The #south of the US is white trash.,0
21944,The #teabagger #freemarket really doing wonders in #Bangladesh these last couple of days. #tcot #p2 #teaparty #randpaul,2
21945,"The @GOP elite call conservatives ""our niggers"" behind closed doors. #tcot #teaparty",0
21946,"The @Yankees are playing the @tigers tonight. In other words, I am not friends with @mtaraban.",2
21947,The African Goshawk (Accipiter tachiro) is a species of bird of prey in the Accipitridae family. fou http://t.co/t9xi8IWocs,2
21948,The Bucs has 2 great uniforms and ruined them both for that trash smh,2
21949,The Conjuring wasn't trash. It just wasn't as good as Insidious.,2
21950,"The DMV system was recently restructured on the narrative outline of Dante's inferno. Only edit, Dante is a fat pissed-off cunt.",1
21951,"The Devil Wears Charlie, by Revlon. #lesserfilms",2
21952,The English killed all the leprechauns. Thank God. Annoying little bastards.,1
21953,The Giants trash,2
21954,The Guy got excited when he saw Oreo cookie crusts. He thought I was making pie. He was bummed when he realized it was cheesecake.,2
21955,The Internet will make you think these bitches are who they're actually not.,1
21956,The Irish in #California are all white trash.,1
21957,The John Cantlie video issued by Al Furqan media is a new level of the Jihadi propaganda: promises more episodes &amp; wages ideological warfare,2
21958,"The KFAN mock draft continues, Cleveland is ""on the clock"". Paul Allen has the Vikings 8th pick. I am going with Def back, Justin Gilbert",2
21959,The Karate Kid is such a pussy,1
21960,"The Met Office has issued an amber warning of snow,at least it's not a warning of amber snow.Posh word for yellow.",2
21961,The Monday has been a bitch,1
21962,"The Office, fuzzy socks, and my favorite blanket is literally all I need in life rn",2
21963,The Perfect Gift for the Jihadi on Your Shopping List http://t.co/YbcsutdGMw http://t.co/nNwums32b4,2
21964,The Perfect Gift for the Jihadi on Your Shopping List http://t.co/wTNOloSY4t http://t.co/AuTAVOeG2u,2
21965,The Pirates have made the playoffs and the Yankees are out...hell has frozen over,2
21966,The Redskins trash as fuck for not getting that,1
21967,The Republican Lt Governor of Missouri says he's sorry he called LAW Anglo-American Law. Racist Pig That he is...,2
21968,The Rick Scott/Charlie Crist ads have been running nearly non-stop in Florida for the past week. And they are getting even worse.,2
21969,The Saints are pure trash lol smh,2
21970,The South is full of white trash. The Midwest is full of white trash. The West Coast if full of white trash.,0
21971,The Steelers new uniforms look like homosexual bumblebees. #wtf?,1
21972,The TL talkin about eatin pussy and u watchin soccer? Ur a grade A faggot RT @KillaKev27: This game is crazy !!!,1
21973,"The Walking Dead is trash people...

That is all. &#128514;",2
21974,The Wayans bros is the most retarded show ever.,2
21975,"The X's and O's, exes and hoes, I exit and ghost &#128123;",1
21976,The Yankees still suck! @nikaaaa3,2
21977,The bad bitches still awake?,1
21978,The baddest bitch in the world followed me on IG today and started liking all my pics. I aint even all that attractive so I know she catfish,1
21979,The baddest bitch is back on chestnut! @ryancommakerry #welcomehome,1
21980,"The beautiful Fairy Pools near Glenbrittle on the Isle of Skye, Scotland http://t.co/cyi6xSvn97",2
21981,The beauty of not needing or wanting a man is priceless. Idk see how bitches be strung the fuck out over men they have joint custody with,1
21982,The bengals have been trash for like 5 weeks it seems,2
21983,The big homie Drizzy threatening these hoes... &#128518;&#128518;&#128518;,1
21984,The bird is the word. #EsuranceSave30,2
21985,The birds and the bees &#128038;&#128029;,2
21986,The birds and the bugs #voguet by Anat R http://t.co/ndMELHuWCg via @Etsy #vintage #jewelry #bugout #insects #birds,2
21987,The birds singing brings thoughts of hot flesh on this #Spring morning. #Hot #sexual desire fills my head. Let me taste you &amp; feel You.,1
21988,The bitch coach said she didn't like my attitude.,1
21989,The bitch got some nerve,1
21990,The bitch is freeee!!!! ;D,1
21991,"The bitch official though, dick harder than a missile yo",1
21992,The bitch who just rolled her eyes at me bc she didn't get tipped doesn't listen when u ask for sweet potato fries instead of regular,1
21993,The bitch who shot CJ is going upstate &#128079;&#128079;&#128588;&#128588;&#128591;&#128591; now he can RIP &#128124; http://t.co/ualjxaPMKJ,1
21994,The bitches act like they don't be in the club with they ass all out in too little ass skirts &amp; shorts giving em yeast infections n shit.,1
21995,The bitches are back http://t.co/3fpjQJvjUh,1
21996,The bitches behind me are so annoying,1
21997,The blacks in #California are typical niggers.,0
21998,The boy who shot albino deer http://t.co/D4XajBEIb1,2
21999,The brownies I just made are a sin,2
22000,The browns schedule for the first half of the year is literally retarded easy.,1
22001,The chinks really hunting their food... RT @WWLTV: Dog shot with arrow in N.O. East- http://t.co/q1KqT6STwl,0
22002,The city used to have HOES.Now them bitches look sick.,1
22003,"The clips hang down to the dick.. That's a automatic shotty from a drum they call tommy, guarantee to get you bitches from by me",1
22004,The club don't never get old to some of y'all hoes though.,1
22005,The corny facade is all apart Nick Cannon's plan. Nigga is actually a genius on levels of business and bitches.,1
22006,The day my ex told me she was sober when she cheated on me is the same day I eliminated colored skinny jeans from my wardrobe,1
22007,The dean a hoe how she fucked home and his bro,1
22008,The early bird gets the worm But the second mouse gets the cheese,2
22009,The early bird takes a nap before noon.,2
22010,"The easiest way to have sex with a chick is to smell good, make her laugh, take her to get food and then fuck her right in the pussy",1
22011,The emoji I use when I'm flirting wit bitches ---&gt; &#128520;,1
22012,The ending to that Yankee game was so planned I can't even take it,2
22013,The fact that the #Bruins drafted a Yankees fan just goes to show how weak the scouting staff is IMO. Didn't do their homework. #firechoreli,2
22014,The family of Ron O'Neal needs to sue Wu-Tang for that trash song they released in his name.,2
22015,"The fourth hokage was a little bitch!! Like, nigga can't even take down a bitch ass fox!",1
22016,The fuck does a yellow cloud do?,1
22017,The fuck mickey d's gave me... some cookies in a big mac box!! http://t.co/5NWXPQXHnF,1
22018,The fuckin hoes,1
22019,The fucking Royals bitch! Work!,0
22020,"The funny thing is the daughter never got kicked out on her one night stand, I didn't have the courage to tell her, her mom an official hoe",1
22021,The ghetto hoes love feeling a nigga abs ya heard me,1
22022,The ghetto thuged out version of tree of life coming soon...,1
22023,"The girl skipping school ain't nothing but 16 y/o and just made me say in my head ""bitch u supposed to be in school"" had to catch myself",1
22024,The gospel RT @TibriDotCom: Better wake up and realize that the good Lord ain't stop creating pussy when he built yours shawty.,1
22025,The guinea fowls are not what they seem.,2
