index,sentiment:hate,sentiment:hatenor,sentiment:neg,sentiment:negnor,sentiment:pos,sentiment:posnor
19092,1,0.047619048,0,0,0,0
19093,0,0,2,0.166666667,0,0
19094,1,0.058823529,1,0.058823529,2,0.117647059
19095,1,0.058823529,1,0.058823529,0,0
19096,1,0.090909091,3,0.272727273,0,0
19097,1,0.1,1,0.1,2,0.2
19099,1,0.25,1,0.25,0,0
19100,0,0,0,0,1,0.090909091
19101,1,0.04,0,0,0,0
19102,1,0.04,0,0,0,0
19103,1,0.111111111,1,0.111111111,0,0
19104,0,0,3,0.15,1,0.05
19105,0,0,0,0,1,0.037037037
19106,1,0.032258065,2,0.064516129,0,0
19107,1,0.111111111,0,0,0,0
19108,1,0.166666667,0,0,0,0
19109,1,0.0625,3,0.1875,0,0
19110,1,0.043478261,1,0.043478261,1,0.043478261
19111,1,0.058823529,1,0.058823529,1,0.058823529
19112,1,0.071428571,3,0.214285714,0,0
19113,0,0,1,0.043478261,1,0.043478261
19114,0,0,0,0,1,0.166666667
19115,1,0.038461538,0,0,0,0
19116,1,0.083333333,2,0.166666667,0,0
19117,1,0.055555556,0,0,2,0.111111111
19118,1,0.038461538,2,0.076923077,0,0
19119,0,0,0,0,0,0
19120,1,0.2,0,0,0,0
19121,1,0.166666667,1,0.166666667,0,0
19122,1,0.090909091,1,0.090909091,1,0.090909091
19123,1,0.076923077,3,0.230769231,0,0
19124,1,0.1,2,0.2,2,0.2
19125,1,0.041666667,4,0.166666667,0,0
19126,1,0.045454545,0,0,1,0.045454545
19127,1,0.04,3,0.12,0,0
19128,0,0,1,0.083333333,0,0
19129,0,0,2,0.166666667,1,0.083333333
19130,1,0.045454545,0,0,0,0
19131,1,0.090909091,1,0.090909091,1,0.090909091
19132,1,0.090909091,1,0.090909091,0,0
19133,1,0.090909091,1,0.090909091,0,0
19134,0,0,4,0.166666667,0,0
19135,0,0,0,0,0,0
19136,1,0.111111111,0,0,1,0.111111111
19137,0,0,1,0.037037037,0,0
19138,0,0,0,0,1,0.055555556
19139,1,0.2,0,0,0,0
19140,0,0,1,0.125,0,0
19141,1,0.047619048,2,0.095238095,1,0.047619048
19142,1,0.076923077,2,0.153846154,0,0
19143,1,0.047619048,1,0.047619048,1,0.047619048
19144,0,0,0,0,0,0
19145,1,0.1,2,0.2,0,0
19146,1,0.1,2,0.2,0,0
19147,0,0,0,0,0,0
19148,0,0,0,0,0,0
19149,0,0,0,0,2,0.071428571
19150,0,0,1,0.04,1,0.04
19151,0,0,1,0.066666667,1,0.066666667
19152,1,0.058823529,2,0.117647059,1,0.058823529
19153,1,0.125,1,0.125,0,0
19154,1,0.076923077,1,0.076923077,1,0.076923077
19155,0,0,2,0.086956522,0,0
19156,1,0.052631579,1,0.052631579,2,0.105263158
19157,1,0.055555556,2,0.111111111,0,0
19158,1,0.052631579,3,0.157894737,0,0
19159,1,0.037037037,2,0.074074074,2,0.074074074
19160,1,0.043478261,2,0.086956522,0,0
19161,1,0.090909091,2,0.181818182,0,0
19162,1,0.090909091,2,0.181818182,1,0.090909091
19163,1,0.0625,2,0.125,1,0.0625
19164,0,0,1,0.043478261,1,0.043478261
19165,2,0.105263158,2,0.105263158,2,0.105263158
19166,1,0.055555556,2,0.111111111,1,0.055555556
19167,1,0.041666667,1,0.041666667,2,0.083333333
19168,0,0,1,0.038461538,1,0.038461538
19169,0,0,0,0,1,0.052631579
19170,1,0.090909091,2,0.181818182,1,0.090909091
19171,1,0.052631579,1,0.052631579,1,0.052631579
19172,2,0.076923077,2,0.076923077,0,0
19173,0,0,0,0,0,0
19174,0,0,1,0.083333333,0,0
19175,1,0.05,1,0.05,0,0
19177,1,0.033333333,2,0.066666667,1,0.033333333
19178,1,0.043478261,1,0.043478261,0,0
19179,0,0,0,0,0,0
19180,0,0,1,0.083333333,0,0
19181,1,0.125,1,0.125,0,0
19182,2,0.133333333,1,0.066666667,3,0.2
19183,1,0.076923077,0,0,0,0
19184,1,0.166666667,2,0.333333333,0,0
19185,1,0.142857143,0,0,0,0
19186,0,0,1,0.052631579,1,0.052631579
19187,2,0.090909091,2,0.090909091,0,0
19188,1,0.1,1,0.1,1,0.1
19189,0,0,1,0.111111111,0,0
19190,0,0,0,0,0,0
19191,0,0,0,0,0,0
19192,1,0.0625,2,0.125,1,0.0625
19193,0,0,4,0.173913043,0,0
19194,0,0,0,0,0,0
19195,1,0.071428571,0,0,0,0
19196,1,0.125,2,0.25,0,0
19197,0,0,1,0.037037037,0,0
19198,1,0.055555556,1,0.055555556,0,0
19199,1,0.066666667,0,0,0,0
19200,1,0.043478261,2,0.086956522,0,0
19201,1,0.038461538,2,0.076923077,0,0
19202,1,0.05,1,0.05,0,0
19203,0,0,0,0,1,0.05
19204,1,0.043478261,1,0.043478261,0,0
19205,1,0.066666667,0,0,0,0
19206,1,0.071428571,0,0,0,0
19207,0,0,3,0.230769231,1,0.076923077
19208,1,0.076923077,0,0,0,0
19209,1,0.090909091,1,0.090909091,1,0.090909091
19210,1,0.045454545,3,0.136363636,0,0
19211,1,0.066666667,1,0.066666667,0,0
19212,1,0.076923077,1,0.076923077,0,0
19213,1,0.066666667,0,0,0,0
19214,0,0,0,0,1,0.016949153
19215,0,0,0,0,0,0
19216,1,0.071428571,1,0.071428571,0,0
19217,0,0,1,0.04,0,0
19218,1,0.066666667,0,0,2,0.133333333
19219,1,0.066666667,0,0,0,0
19220,1,0.083333333,0,0,0,0
19222,1,0.125,0,0,0,0
19223,1,0.076923077,1,0.076923077,0,0
19224,0,0,0,0,1,0.076923077
19225,1,0.058823529,1,0.058823529,0,0
19226,1,0.111111111,1,0.111111111,0,0
19227,1,0.142857143,1,0.142857143,0,0
19228,1,0.052631579,2,0.105263158,2,0.105263158
19229,1,0.04,2,0.08,1,0.04
19230,0,0,1,0.083333333,0,0
19231,1,0.038461538,2,0.076923077,1,0.038461538
19232,0,0,1,0.04,1,0.04
19233,1,0.045454545,3,0.136363636,0,0
19234,0,0,0,0,0,0
19235,1,0.142857143,1,0.142857143,0,0
19236,1,0.0625,1,0.0625,0,0
19237,1,0.066666667,0,0,0,0
19238,1,0.047619048,0,0,0,0
19239,0,0,0,0,0,0
19240,0,0,2,0.095238095,0,0
19241,0,0,0,0,1,0.071428571
19242,2,0.25,1,0.125,0,0
19243,1,0.1,1,0.1,0,0
19244,1,0.055555556,0,0,1,0.055555556
19245,1,0.058823529,1,0.058823529,1,0.058823529
19246,1,0.043478261,0,0,0,0
19247,1,0.125,2,0.25,0,0
19248,1,0.071428571,1,0.071428571,0,0
19249,0,0,2,0.2,0,0
19250,0,0,0,0,0,0
19251,1,0.083333333,1,0.083333333,0,0
19252,0,0,0,0,1,0.05
19253,1,0.166666667,1,0.166666667,0,0
19254,1,0.0625,1,0.0625,1,0.0625
19255,0,0,1,0.043478261,0,0
19256,1,0.055555556,0,0,1,0.055555556
19257,0,0,1,0.083333333,0,0
19258,0,0,0,0,1,0.111111111
19259,1,0.041666667,0,0,0,0
19260,1,0.076923077,0,0,0,0
19261,0,0,0,0,0,0
19262,0,0,0,0,0,0
19263,0,0,1,0.142857143,0,0
19264,1,0.071428571,1,0.071428571,0,0
19265,0,0,2,0.090909091,1,0.045454545
19267,2,0.117647059,0,0,0,0
19268,1,0.037037037,0,0,1,0.037037037
19269,0,0,1,0.1,0,0
19270,1,0.1,1,0.1,1,0.1
19271,1,0.043478261,2,0.086956522,1,0.043478261
19272,1,0.111111111,2,0.222222222,0,0
19273,1,0.032258065,3,0.096774194,2,0.064516129
19274,1,0.1,0,0,0,0
19275,0,0,1,0.05,0,0
19276,1,0.142857143,2,0.285714286,0,0
19277,2,0.133333333,1,0.066666667,0,0
19278,0,0,0,0,0,0
19279,0,0,1,0.166666667,0,0
19280,0,0,1,0.0625,2,0.125
19281,0,0,0,0,0,0
19282,1,0.083333333,0,0,0,0
19283,0,0,1,0.076923077,0,0
19284,0,0,1,0.035714286,2,0.071428571
19285,0,0,0,0,0,0
19286,0,0,0,0,0,0
19287,1,0.055555556,1,0.055555556,0,0
19288,0,0,0,0,0,0
19289,1,0.043478261,2,0.086956522,1,0.043478261
19290,0,0,0,0,0,0
19291,2,0.105263158,7,0.368421053,1,0.052631579
19292,0,0,3,0.115384615,0,0
19293,1,0.166666667,1,0.166666667,0,0
19294,1,0.142857143,2,0.285714286,0,0
19295,1,0.052631579,1,0.052631579,0,0
19296,0,0,0,0,1,0.037037037
19297,0,0,1,0.058823529,1,0.058823529
19298,0,0,0,0,0,0
19299,1,0.05,2,0.1,0,0
19300,1,0.142857143,2,0.285714286,0,0
19302,1,0.038461538,1,0.038461538,1,0.038461538
19303,2,0.111111111,1,0.055555556,0,0
19304,1,0.058823529,1,0.058823529,0,0
19305,1,0.016129032,1,0.016129032,1,0.016129032
19306,1,0.076923077,0,0,1,0.076923077
19307,0,0,0,0,1,0.04
19308,1,0.038461538,2,0.076923077,0,0
19309,0,0,2,0.090909091,0,0
19310,1,0.0625,0,0,2,0.125
19311,1,0.083333333,0,0,0,0
19312,0,0,3,0.136363636,0,0
19313,0,0,1,0.083333333,1,0.083333333
19314,1,0.055555556,3,0.166666667,2,0.111111111
19315,1,0.03125,2,0.0625,0,0
19316,1,0.045454545,2,0.090909091,1,0.045454545
19317,3,0.12,0,0,1,0.04
19318,0,0,0,0,0,0
19319,0,0,0,0,2,0.117647059
19320,1,0.055555556,1,0.055555556,2,0.111111111
19321,1,0.05,1,0.05,0,0
19322,1,0.05,2,0.1,0,0
19323,1,0.05,1,0.05,0,0
19324,1,0.066666667,2,0.133333333,1,0.066666667
19325,0,0,0,0,2,0.25
19326,0,0,0,0,0,0
19327,0,0,1,0.090909091,1,0.090909091
19328,0,0,0,0,0,0
19329,1,0.083333333,0,0,0,0
19330,1,0.142857143,1,0.142857143,0,0
19331,0,0,1,0.1,1,0.1
19332,0,0,0,0,1,0.033333333
19333,0,0,0,0,1,0.05
19334,1,0.041666667,2,0.083333333,0,0
19335,1,0.038461538,1,0.038461538,0,0
19336,0,0,0,0,0,0
19337,1,0.047619048,2,0.095238095,0,0
19338,0,0,4,0.16,0,0
19339,1,0.034482759,1,0.034482759,2,0.068965517
19340,1,0.0625,1,0.0625,1,0.0625
19341,0,0,1,0.034482759,1,0.034482759
19342,2,0.166666667,1,0.083333333,0,0
19343,0,0,1,0.1,1,0.1
19344,1,0.058823529,0,0,0,0
19345,1,0.052631579,0,0,1,0.052631579
19346,0,0,0,0,2,0.086956522
19347,0,0,0,0,0,0
19348,1,0.166666667,0,0,0,0
19349,1,0.0625,1,0.0625,0,0
19350,1,0.083333333,2,0.166666667,0,0
19351,1,0.090909091,1,0.090909091,1,0.090909091
19352,0,0,0,0,1,0.041666667
19353,1,0.0625,1,0.0625,0,0
19354,0,0,0,0,0,0
19355,1,0.25,0,0,0,0
19356,0,0,1,0.066666667,0,0
19357,1,0.052631579,2,0.105263158,1,0.052631579
19358,1,0.125,0,0,0,0
19359,0,0,0,0,0,0
19360,0,0,0,0,0,0
19361,0,0,0,0,0,0
19362,0,0,0,0,3,0.130434783
19363,0,0,0,0,0,0
19364,0,0,1,0.041666667,0,0
19365,1,0.2,1,0.2,0,0
19366,0,0,0,0,2,0.111111111
19367,1,0.045454545,3,0.136363636,0,0
19368,1,0.0625,2,0.125,0,0
19369,1,0.1,2,0.2,0,0
19370,1,0.055555556,1,0.055555556,0,0
19371,0,0,1,0.05,2,0.1
19372,0,0,1,0.1,0,0
19373,1,0.045454545,2,0.090909091,1,0.045454545
19374,1,0.055555556,0,0,0,0
19375,1,0.076923077,1,0.076923077,0,0
19376,1,0.034482759,0,0,0,0
19377,1,0.04,3,0.12,1,0.04
19378,0,0,3,0.107142857,0,0
19379,0,0,1,0.071428571,0,0
19380,0,0,1,0.038461538,1,0.038461538
19381,0,0,0,0,1,0.066666667
19382,0,0,1,0.083333333,0,0
19384,1,0.066666667,1,0.066666667,0,0
19385,1,0.052631579,2,0.105263158,0,0
19387,1,0.1,1,0.1,0,0
19388,1,0.142857143,2,0.285714286,0,0
19389,2,0.2,0,0,0,0
19390,1,0.1,0,0,0,0
19391,1,0.052631579,2,0.105263158,0,0
19392,0,0,1,0.066666667,0,0
19393,1,0.047619048,1,0.047619048,1,0.047619048
19394,1,0.25,2,0.5,0,0
19395,1,0.041666667,1,0.041666667,3,0.125
19396,0,0,1,0.083333333,0,0
19397,0,0,2,0.125,1,0.0625
19398,0,0,1,0.043478261,1,0.043478261
19399,0,0,0,0,1,0.076923077
19400,1,0.125,1,0.125,0,0
19401,1,0.083333333,0,0,1,0.083333333
19402,1,0.090909091,0,0,0,0
19403,1,0.035714286,2,0.071428571,2,0.071428571
19404,1,0.083333333,0,0,0,0
19405,1,0.111111111,2,0.222222222,0,0
19406,1,0.052631579,1,0.052631579,0,0
19407,1,0.142857143,1,0.142857143,0,0
19408,1,0.083333333,1,0.083333333,2,0.166666667
19409,0,0,3,0.142857143,0,0
19410,0,0,0,0,0,0
19411,0,0,0,0,0,0
19413,1,0.047619048,0,0,0,0
19414,1,0.071428571,0,0,0,0
19415,3,0.115384615,2,0.076923077,0,0
19416,0,0,3,0.176470588,0,0
19418,0,0,1,0.066666667,0,0
19419,1,0.1,1,0.1,0,0
19420,0,0,2,0.064516129,0,0
19421,1,0.076923077,3,0.230769231,0,0
19422,2,0.071428571,2,0.071428571,1,0.035714286
19423,1,0.052631579,1,0.052631579,0,0
19424,1,0.034482759,2,0.068965517,1,0.034482759
19425,1,0.043478261,2,0.086956522,0,0
19426,1,0.076923077,2,0.153846154,1,0.076923077
19427,1,0.166666667,1,0.166666667,0,0
19428,0,0,5,0.3125,0,0
19429,1,0.05,0,0,0,0
19430,1,0.142857143,1,0.142857143,0,0
19432,0,0,0,0,0,0
19433,0,0,0,0,0,0
19434,0,0,1,0.04,2,0.08
19435,1,0.043478261,3,0.130434783,0,0
19436,0,0,0,0,0,0
19437,0,0,0,0,0,0
19438,1,0.038461538,1,0.038461538,1,0.038461538
19439,0,0,0,0,1,0.052631579
19440,1,0.032258065,0,0,0,0
19441,1,0.142857143,1,0.142857143,0,0
19442,1,0.055555556,2,0.111111111,0,0
19443,1,0.043478261,1,0.043478261,0,0
19444,1,0.125,2,0.25,0,0
19445,1,0.038461538,1,0.038461538,2,0.076923077
19446,1,0.0625,1,0.0625,2,0.125
19447,1,0.125,1,0.125,1,0.125
19448,1,0.04,1,0.04,0,0
19449,1,0.043478261,3,0.130434783,1,0.043478261
19450,1,0.111111111,1,0.111111111,2,0.222222222
19451,1,0.1,0,0,0,0
19452,1,0.076923077,0,0,0,0
19453,1,0.076923077,1,0.076923077,1,0.076923077
19454,0,0,0,0,1,0.066666667
19455,1,0.055555556,1,0.055555556,1,0.055555556
19456,1,0.111111111,0,0,1,0.111111111
19457,0,0,0,0,0,0
19458,1,0.111111111,2,0.222222222,0,0
19459,0,0,0,0,0,0
19460,1,0.058823529,3,0.176470588,0,0
19461,0,0,0,0,0,0
19462,1,0.090909091,1,0.090909091,1,0.090909091
19463,0,0,0,0,0,0
19464,0,0,1,0.5,0,0
19465,0,0,1,0.25,0,0
19466,1,0.090909091,1,0.090909091,1,0.090909091
19467,1,0.066666667,1,0.066666667,0,0
19469,1,0.083333333,1,0.083333333,0,0
19470,1,0.052631579,3,0.157894737,1,0.052631579
19471,1,0.25,0,0,0,0
19472,1,0.034482759,2,0.068965517,1,0.034482759
19473,1,0.076923077,2,0.153846154,0,0
19474,1,0.076923077,0,0,0,0
19475,0,0,3,0.103448276,1,0.034482759
19476,0,0,0,0,0,0
19477,1,0.043478261,0,0,0,0
19478,0,0,1,0.0625,1,0.0625
19479,0,0,0,0,0,0
19480,0,0,0,0,1,0.05
19481,0,0,0,0,1,0.043478261
19482,1,0.05,3,0.15,0,0
19483,0,0,0,0,0,0
19484,1,0.076923077,2,0.153846154,0,0
19485,1,0.043478261,2,0.086956522,1,0.043478261
19486,1,0.0625,1,0.0625,0,0
19487,1,0.1,0,0,0,0
19488,0,0,0,0,1,0.055555556
19489,1,0.037037037,2,0.074074074,2,0.074074074
19490,0,0,0,0,0,0
19491,1,0.2,1,0.2,0,0
19492,0,0,1,0.045454545,0,0
19493,1,0.038461538,3,0.115384615,0,0
19494,0,0,1,0.071428571,0,0
19495,0,0,0,0,0,0
19496,1,0.043478261,2,0.086956522,0,0
19497,1,0.05,1,0.05,1,0.05
19498,0,0,2,0.095238095,0,0
19499,0,0,0,0,0,0
19500,1,0.5,0,0,0,0
19501,1,0.047619048,3,0.142857143,0,0
19502,1,0.166666667,0,0,0,0
19503,0,0,1,0.125,1,0.125
19504,1,0.035714286,0,0,2,0.071428571
19505,1,0.052631579,0,0,0,0
19506,0,0,1,0.038461538,1,0.038461538
19507,1,0.090909091,1,0.090909091,0,0
19508,0,0,0,0,0,0
19509,0,0,2,0.105263158,0,0
19510,1,0.125,0,0,1,0.125
19511,1,0.0625,0,0,1,0.0625
19512,1,0.071428571,0,0,0,0
19513,1,0.2,0,0,0,0
19514,0,0,0,0,0,0
19515,1,0.066666667,0,0,1,0.066666667
19516,1,0.058823529,0,0,0,0
19517,1,0.055555556,1,0.055555556,0,0
19518,1,0.0625,2,0.125,0,0
19519,0,0,0,0,0,0
19520,1,0.071428571,0,0,0,0
19521,2,0.222222222,2,0.222222222,1,0.111111111
19522,0,0,0,0,0,0
19523,0,0,1,0.052631579,0,0
19524,1,0.04,4,0.16,1,0.04
19525,1,0.076923077,0,0,1,0.076923077
19526,1,0.071428571,0,0,0,0
19527,1,0.055555556,0,0,1,0.055555556
19528,0,0,0,0,0,0
19529,0,0,0,0,0,0
19530,0,0,0,0,0,0
19531,0,0,0,0,0,0
19532,1,0.045454545,1,0.045454545,0,0
19533,0,0,1,0.1,0,0
19534,1,0.058823529,1,0.058823529,0,0
19535,0,0,1,0.055555556,0,0
19536,0,0,0,0,0,0
19537,1,0.045454545,1,0.045454545,1,0.045454545
19538,1,0.045454545,1,0.045454545,1,0.045454545
19539,0,0,1,0.05,0,0
19540,5,0.151515152,5,0.151515152,0,0
19541,1,0.034482759,4,0.137931034,1,0.034482759
19542,1,0.1,0,0,0,0
19543,1,0.142857143,0,0,0,0
19544,1,0.04,1,0.04,0,0
19545,1,0.066666667,0,0,1,0.066666667
19546,0,0,4,0.222222222,0,0
19547,0,0,1,0.035714286,1,0.035714286
19548,0,0,2,0.111111111,1,0.055555556
19549,0,0,2,0.083333333,3,0.125
19550,0,0,1,0.125,0,0
19551,1,0.047619048,1,0.047619048,0,0
19552,1,0.055555556,1,0.055555556,0,0
19553,1,0.037037037,1,0.037037037,1,0.037037037
19554,1,0.076923077,2,0.153846154,0,0
19556,1,0.037037037,0,0,2,0.074074074
19557,0,0,0,0,0,0
19558,0,0,0,0,1,0.111111111
19559,1,0.05,1,0.05,1,0.05
19560,0,0,0,0,0,0
19561,1,0.052631579,1,0.052631579,0,0
19562,2,0.166666667,3,0.25,0,0
19563,1,0.066666667,1,0.066666667,0,0
19564,1,0.1,1,0.1,0,0
19565,1,0.125,0,0,0,0
19566,1,0.083333333,4,0.333333333,0,0
19567,0,0,1,0.055555556,0,0
19568,0,0,0,0,1,0.05
19569,1,0.1,2,0.2,0,0
19570,0,0,1,0.038461538,0,0
19571,1,0.055555556,1,0.055555556,1,0.055555556
19572,1,0.037037037,3,0.111111111,0,0
19573,1,0.058823529,0,0,1,0.058823529
19574,0,0,0,0,0,0
19575,1,0.052631579,2,0.105263158,0,0
19576,1,0.0625,1,0.0625,0,0
19577,1,0.041666667,0,0,0,0
19578,1,0.043478261,0,0,0,0
19579,0,0,2,0.086956522,1,0.043478261
19580,0,0,0,0,0,0
19581,1,0.055555556,1,0.055555556,1,0.055555556
19582,1,0.066666667,2,0.133333333,0,0
19583,1,0.111111111,0,0,1,0.111111111
19584,1,0.125,1,0.125,0,0
19585,0,0,0,0,0,0
19586,1,0.090909091,1,0.090909091,0,0
19587,1,0.083333333,2,0.166666667,0,0
19588,1,0.1,0,0,0,0
19589,0,0,0,0,0,0
19590,1,0.047619048,2,0.095238095,0,0
19591,1,0.038461538,1,0.038461538,0,0
19592,1,0.05,3,0.15,0,0
19593,1,0.1,1,0.1,0,0
19594,1,0.032258065,1,0.032258065,1,0.032258065
19595,1,0.125,0,0,0,0
19596,1,0.052631579,2,0.105263158,2,0.105263158
19597,1,0.033333333,0,0,2,0.066666667
19598,0,0,0,0,1,0.083333333
19599,0,0,1,0.125,0,0
19600,0,0,0,0,0,0
19601,1,0.0625,0,0,1,0.0625
19602,1,0.1,2,0.2,0,0
19603,1,0.090909091,1,0.090909091,0,0
19604,0,0,0,0,0,0
19605,0,0,0,0,1,0.076923077
19606,1,0.041666667,1,0.041666667,1,0.041666667
19607,0,0,0,0,1,0.041666667
19608,1,0.166666667,0,0,0,0
19609,0,0,1,0.066666667,0,0
19610,1,0.052631579,1,0.052631579,0,0
19611,0,0,0,0,0,0
19612,1,0.043478261,0,0,1,0.043478261
19613,1,0.125,1,0.125,0,0
19615,2,0.111111111,2,0.111111111,0,0
19616,1,0.083333333,1,0.083333333,0,0
19617,1,0.090909091,1,0.090909091,1,0.090909091
19618,1,0.058823529,1,0.058823529,1,0.058823529
19619,0,0,1,0.0625,0,0
19620,1,0.022727273,3,0.068181818,1,0.022727273
19621,1,0.090909091,2,0.181818182,0,0
19622,0,0,2,0.111111111,1,0.055555556
19623,1,0.076923077,0,0,0,0
19624,1,0.076923077,1,0.076923077,0,0
19625,1,0.038461538,2,0.076923077,1,0.038461538
19626,1,0.043478261,2,0.086956522,1,0.043478261
19627,1,0.05,0,0,1,0.05
19628,0,0,0,0,0,0
19630,1,0.125,1,0.125,0,0
19631,0,0,2,0.076923077,0,0
19632,1,0.055555556,1,0.055555556,0,0
19633,1,0.066666667,0,0,1,0.066666667
19634,1,0.1,0,0,0,0
19635,1,0.166666667,0,0,0,0
19636,0,0,1,0.023809524,0,0
19637,0,0,0,0,0,0
19638,0,0,2,0.08,0,0
19639,1,0.083333333,2,0.166666667,1,0.083333333
19640,1,0.111111111,1,0.111111111,0,0
19641,0,0,1,0.041666667,1,0.041666667
19642,1,0.05,1,0.05,1,0.05
19643,0,0,0,0,0,0
19644,1,0.083333333,0,0,0,0
19645,1,0.052631579,1,0.052631579,0,0
19646,1,0.066666667,2,0.133333333,1,0.066666667
19647,1,0.041666667,1,0.041666667,0,0
19648,1,0.055555556,1,0.055555556,0,0
19649,1,0.066666667,0,0,0,0
19650,1,0.076923077,0,0,1,0.076923077
19651,1,0.052631579,1,0.052631579,1,0.052631579
19652,0,0,0,0,1,0.076923077
19653,0,0,0,0,0,0
19654,1,0.058823529,3,0.176470588,0,0
19655,1,0.035714286,0,0,1,0.035714286
19656,1,0.04,2,0.08,2,0.08
19657,0,0,1,0.166666667,0,0
19658,1,0.055555556,1,0.055555556,1,0.055555556
19659,1,0.125,0,0,0,0
19660,0,0,0,0,1,0.125
19661,1,0.041666667,3,0.125,2,0.083333333
19662,1,0.1,1,0.1,0,0
19663,1,0.111111111,0,0,0,0
19664,1,0.047619048,1,0.047619048,0,0
19665,0,0,0,0,0,0
19666,1,0.058823529,2,0.117647059,0,0
19667,2,0.181818182,1,0.090909091,0,0
19668,0,0,0,0,0,0
19669,0,0,0,0,1,0.05
19670,0,0,1,0.2,0,0
19671,1,0.066666667,2,0.133333333,0,0
19672,1,0.071428571,1,0.071428571,0,0
19673,1,0.058823529,1,0.058823529,0,0
19674,1,0.04,1,0.04,1,0.04
19675,1,0.076923077,1,0.076923077,1,0.076923077
19676,0,0,3,0.15,0,0
19677,1,0.1,0,0,0,0
19679,1,0.083333333,3,0.25,0,0
19680,1,0.090909091,1,0.090909091,1,0.090909091
19681,1,0.032258065,1,0.032258065,0,0
19682,0,0,0,0,0,0
19683,1,0.111111111,1,0.111111111,0,0
19684,2,0.285714286,0,0,1,0.142857143
19685,1,0.125,1,0.125,1,0.125
19686,0,0,0,0,1,0.052631579
19687,0,0,0,0,1,0.058823529
19688,0,0,1,0.045454545,0,0
19689,2,0.125,3,0.1875,1,0.0625
19690,1,0.035714286,1,0.035714286,0,0
19691,0,0,1,0.055555556,1,0.055555556
19692,0,0,1,0.071428571,0,0
19693,1,0.2,0,0,0,0
19694,1,0.076923077,1,0.076923077,0,0
19695,1,0.052631579,1,0.052631579,2,0.105263158
19696,1,0.05,1,0.05,1,0.05
19697,1,0.04,2,0.08,2,0.08
19698,0,0,0,0,0,0
19699,0,0,0,0,0,0
19700,1,0.052631579,2,0.105263158,0,0
19701,1,0.083333333,1,0.083333333,0,0
19702,1,0.1,0,0,0,0
19703,1,0.083333333,1,0.083333333,0,0
19704,0,0,1,0.076923077,0,0
19705,1,0.066666667,1,0.066666667,0,0
19706,1,0.166666667,0,0,0,0
19707,1,0.047619048,2,0.095238095,1,0.047619048
19708,0,0,2,0.125,0,0
19709,1,0.076923077,2,0.153846154,0,0
19710,1,0.043478261,2,0.086956522,2,0.086956522
19711,1,0.0625,0,0,2,0.125
19712,1,0.041666667,5,0.208333333,0,0
19713,0,0,1,0.02173913,0,0
19714,1,0.055555556,0,0,1,0.055555556
19715,0,0,0,0,0,0
19716,0,0,0,0,0,0
19717,0,0,2,0.074074074,2,0.074074074
19718,0,0,1,0.037037037,2,0.074074074
19719,1,0.035714286,1,0.035714286,0,0
19720,1,0.038461538,2,0.076923077,2,0.076923077
19721,1,0.0625,1,0.0625,0,0
19722,1,0.090909091,0,0,0,0
19723,0,0,2,0.125,1,0.0625
19724,0,0,2,0.117647059,1,0.058823529
19725,1,0.166666667,2,0.333333333,0,0
19726,1,0.047619048,0,0,1,0.047619048
19727,0,0,2,0.1,1,0.05
19728,0,0,0,0,2,0.083333333
19729,0,0,0,0,0,0
19730,2,0.1,3,0.15,1,0.05
19731,1,0.25,1,0.25,0,0
19732,1,0.090909091,0,0,0,0
19733,1,0.043478261,0,0,1,0.043478261
19734,1,0.125,1,0.125,1,0.125
19735,0,0,0,0,1,0.0625
19736,1,0.083333333,1,0.083333333,0,0
19737,1,0.166666667,1,0.166666667,0,0
19738,2,0.142857143,2,0.142857143,1,0.071428571
19739,0,0,2,0.090909091,0,0
19740,1,0.090909091,3,0.272727273,0,0
19741,1,0.111111111,0,0,0,0
19742,1,0.142857143,1,0.142857143,0,0
19743,1,0.041666667,3,0.125,0,0
19744,1,0.166666667,0,0,1,0.166666667
19745,0,0,0,0,0,0
19746,1,0.333333333,0,0,0,0
19747,1,0.5,0,0,0,0
19748,1,0.035714286,4,0.142857143,1,0.035714286
19749,0,0,1,0.0625,0,0
19750,0,0,2,0.090909091,0,0
19751,0,0,0,0,0,0
19752,0,0,0,0,0,0
19753,1,0.033333333,3,0.1,0,0
19754,0,0,0,0,0,0
19755,0,0,0,0,0,0
19756,1,0.090909091,1,0.090909091,0,0
19757,1,0.058823529,0,0,0,0
19758,1,0.111111111,1,0.111111111,0,0
19759,0,0,0,0,0,0
19760,1,0.066666667,0,0,0,0
19761,1,0.166666667,2,0.333333333,0,0
19762,1,0.071428571,3,0.214285714,0,0
19763,0,0,1,0.038461538,0,0
19764,1,0.04,1,0.04,1,0.04
19765,1,0.037037037,3,0.111111111,0,0
19766,0,0,1,0.04,0,0
19767,0,0,0,0,0,0
19768,1,0.0625,2,0.125,1,0.0625
19769,1,0.045454545,2,0.090909091,1,0.045454545
19770,0,0,0,0,0,0
19771,2,0.064516129,0,0,2,0.064516129
19772,1,0.05,1,0.05,1,0.05
19773,0,0,1,0.033333333,0,0
19774,0,0,1,0.083333333,0,0
19775,0,0,1,0.041666667,1,0.041666667
19776,1,0.045454545,1,0.045454545,0,0
19777,1,0.2,1,0.2,0,0
19778,0,0,0,0,1,0.043478261
19779,1,0.052631579,2,0.105263158,0,0
19780,1,0.047619048,3,0.142857143,1,0.047619048
